Internship_quality_score,aptitude_score,Cgpa
3.346851947,81.19701157,5.278093164
6.257846916,52.3469473,6.034382682
6.154387835,41.58481436,6.228235659
5.15540944,61.32962289,7.373236249
4.702952963,72.87884592,6.714661493
6.40019608,62.58368351,7.036178167
4.605124127,73.38116876,6.871711935
5.106851505,68.70047878,8.842911002
2.736014789,83.46987218,6.818018992
3.461830312,46.68195253,7.697852304
5.249155082,76.02931062,6.349588502
6.808694562,74.95901332,7.371495891
6.615895008,70.1658488,6.114274547
5.539925743,30,7.473079393
4.025520151,75.32972458,6.510891802
2.617400219,68.22138484,7.290492502
6.470967943,65.46955017,8.27883049
4.023832411,88.31550457,6.123584489
7.788482601,69.71742623,6.859697235
3.306355421,93.50604309,5.747481575
3.072569378,74.44777015,5.907506077
3.944130149,82.17032312,6.12630304
3.56121694,72.8411419,5.853862968
3.630025949,47.62926009,7.209653447
8.418288794,55.23868342,7.181347399
4.217243035,59.79718399,7.529641468
5.065354012,74.62731652,5.884403945
2.973753339,79.04449624,6.537663379
5.30969434,84.18671593,7.704917377
3.318757128,100,6.281735947
2.795025952,75.21161162,6.543487656
4.461929175,87.89081919,5.907982564
3.45566043,86.63492721,6.572194663
5.118918956,61.02686625,6.886779397
2.905439799,65.59018724,5.879943421
4.808009297,70.91398093,6.637268713
4.055923246,62.97079567,7.318517812
3.83291435,78.91941515,7.597289092
4.521061811,71.34691168,7.439746549
4.856939798,62.21130585,6.256966335
3.95122298,86.71632425,6.864701851
5.529122636,62.37526277,5.400888875
2.44256849,52.77100081,7.191702015
3.098358731,86.36482669,6.543748746
5.45614461,87.27355341,5.920181544
5.281466711,34.32687842,7.342673641
5.72839459,97.43090622,5.797703513
4.909352538,39.53504284,6.500391636
3.763619704,50.21669661,6.591208664
3.929048606,72.60434711,7.608404896
6.862905434,30,7.490232593
3.703070084,52.42654607,7.046696233
6.389707466,58.95437037,8.377724078
1.977128249,75.48131527,5.584759757
5.290264495,40.66267538,6.843371783
3.511548117,66.46693606,6.79345989
2.879770238,72.43016369,5.501246957
5.468789265,81.11623534,7.424715451
4.886673466,70.93875374,6.715126361
6.173850641,61.53044219,6.78755159
5.172854963,54.09903137,7.395181906
4.802761899,68.84796941,6.926425227
3.711597308,79.05422389,6.644154529
3.894984886,87.74957025,5.91699626
8.05122732,68.24426603,5.852955341
6.435840181,47.41266173,6.274681164
4.998018198,57.39661266,7.871629266
4.031467505,66.82094276,5.745484549
2.445685776,64.06099375,5.595649682
8.316302126,84.30724412,7.697722485
1.292933728,72.75662432,6.120866996
7.34368218,72.03966502,8.593629309
2.35417964,64.92034292,6.848788562
3.754130876,75.02850824,6.462623369
2.245192191,73.83564402,6.752747011
1.95629322,30,8.28428477
4.043941548,68.58336106,7.549565306
5.559860159,72.93095721,6.874818099
3.656020001,87.51160581,6.618498831
5.09249269,72.62552349,6.707877909
5.801592955,63.01018248,7.380601593
2.411084681,82.05563759,4.87853755
7.287841887,63.31832404,6.31640523
5.069888242,81.72805142,7.21778938
4.952868529,83.29231773,6.168711065
3.668561133,79.45545379,6.202454699
5.628167578,67.65249038,5.823098876
5.478860858,81.08786419,6.43686694
6.924723643,75.65084586,6.260514133
3.126772355,60.12804014,6.159956168
5.772538718,74.24900368,6.139410681
6.961368019,52.68182579,6.353879554
3.940288585,61.78120574,7.942735454
2.973641001,78.78872812,7.13219204
4.553898856,57.96631269,7.481978749
6.286880174,64.26712648,7.154725094
6.967383307,81.58634668,7.595669119
5.639266058,49.14075643,7.688146111
4.392816948,66.9098887,6.954350967
2.468820447,79.9605606,6.275027734
5.737924013,64.36057988,6.955318254
6.393239776,46.00838276,6.41365917
4.673605837,83.32508175,6.547793009
5.399732639,82.42763638,8.129085489
4.958677447,68.22504042,7.352283195
3.733053537,34.44231797,7.210002313
4.357938156,70.50223489,6.68124378
3.649562048,75.33950229,6.594692133
3.940149767,87.85066961,6.802743157
5.642649573,58.30549992,6.843652123
4.797647231,49.71130615,6.30857179
3.906958227,68.38839306,6.257387329
5.559762625,77.02335214,6.49832574
3.98532338,76.64942409,7.229818011
4.296113862,73.83012057,7.329086105
5.350057961,50.37668213,7.328306621
4.216019034,100,7.817570221
4.752414451,62.43994688,7.168967519
3.015570884,70.62434961,6.065707754
4.536844119,75.07960019,6.036869081
5.041533034,45.83549902,5.547480819
5.528751179,67.79945848,6.897281387
2.762417807,94.0280923,7.447862759
2.645767353,30,5.446001847
5.164373835,66.65863488,7.322639683
3.612244067,80.44831821,7.250257789
3.725880477,83.00681139,5.525650475
2.217937312,68.23960129,6.606764469
4.137184807,77.20882791,7.625554028
4.594274313,55.55692147,7.295411022
3.960259483,72.75039986,6.359821812
6.823669204,49.90533567,7.656114875
4.152076122,79.14135422,7.082705597
3.820443066,75.91242438,6.945437976
3.361073248,65.3901256,7.485554087
5.495683849,59.16961981,6.985492605
4.221615661,65.84557737,7.457977129
3.876152803,85.8443902,6.112199898
4.361855442,82.09614639,6.184955842
4.005834684,73.55882661,6.56897213
4.950822351,66.32441429,5.125568719
4.15342996,50.04774636,7.613947783
3.28209399,63.10326267,6.846111228
5.622104871,64.58062154,5.759469255
4.701627072,65.02354232,7.05485038
1.306053364,89.40245874,6.415706695
2.577566953,85.41557567,7.535738039
4.240282014,53.81328376,7.705311806
4.513690231,70.95575304,5.631865286
6.59043579,36.37612292,6.581711978
5.452788382,53.35033117,6.334115542
5.323036891,59.95438661,8.02276149
3.85587956,63.99950868,7.274180277
4.419917575,30,6.997117969
4.614678545,51.91244732,7.030402783
5.604541645,52.04223994,5.828500096
2.065962353,39.36238193,6.63289259
5.756425202,83.22309477,5.888342027
3.625038395,56.57315015,6.911019151
5.091261117,79.34289182,6.920888277
7.406146827,51.83367038,6.515507568
6.396378,64.21728769,7.85800587
6.34448112,42.74201409,6.117433307
4.309352894,79.92751135,6.845072433
3.179976924,45.55687864,5.749447353
3.53879521,43.4929157,7.887759874
6.038667847,85.01506688,5.535493683
7.969352271,75.54592606,7.11743441
4.118180085,66.27333689,7.735323339
6.187817866,74.52559167,6.799962788
4.646552082,85.89730132,7.397359379
5.815379558,95.71321874,6.9560848
6.793715454,55.93922575,7.41294263
4.314419283,46.56221853,7.64032762
4.808188294,85.22532443,6.342064054
4.524544683,64.46458966,6.533793074
1.343977008,100,7.301127621
4.228317755,77.38358533,5.860834278
4.589848337,77.16466685,5.577129933
3.798160626,79.74631078,6.610217149
5.537412116,49.59575732,7.336778356
6.015415596,81.38910843,5.917863771
1.617004319,94.57357303,6.258895096
7.275314613,82.27442713,7.030590396
3.699578603,66.69316638,7.479035512
5.924156819,85.21324048,7.442600976
5.248268133,55.18284211,8.243328337
5.132482466,73.85493331,6.974848664
4.884266269,52.84393315,5.209415013
5.945647206,88.57853691,5.332709648
2.910887641,67.76033011,6.635568379
4.469839378,70.2013475,7.061984415
7.129426503,42.53587784,5.762156809
4.025819233,96.06481175,5.493479834
6.98398068,79.84665487,7.340355891
4.099372439,55.77219877,6.809511651
6.598463311,50.46351429,6.999749062
4.783026358,88.6813939,6.938045231
6.064742154,72.3913237,7.340674927
4.616467731,80.52316932,6.974175511
4.128244317,38.02942474,7.041328781
3.992227969,84.20730805,6.339477054
6.981636064,74.89864981,5.385209708
6.255265603,80.2578754,6.20490986
3.828543984,34.1219388,6.880047425
4.988322333,55.59150279,5.243097743
5.41532727,60.96728905,7.022766065
4.157314859,91.00778549,5.875549557
5.419667579,62.18649355,7.745947897
4.075976238,45.79497208,7.057823172
3.652735292,84.3924091,7.068888695
5.786306062,63.60078091,6.992569151
6.686618991,88.12615829,5.743294834
4.096221418,65.60374291,6.842462554
3.295058484,67.76083147,7.473153721
4.306311127,82.05086574,7.51680495
3.942404417,54.07848455,7.857543892
5.337463131,84.63772334,6.528534215
2.990571639,84.08121682,6.269751265
5.518012767,48.57860371,5.883641196
3.922107373,71.65304553,6.408777074
6.848655948,57.28340178,7.502085038
5.148472807,68.74469135,7.152733219
4.095663496,68.74512985,6.188416219
7.269310059,70.17762721,8.099131508
4.632512153,59.45167127,5.64919585
7.456768842,81.21001365,7.515614793
5.095705847,62.65473808,5.967550862
6.864588881,59.46120271,7.311683619
4.448041072,89.08464495,7.583250916
5.45185073,37.01796353,7.025116692
4.433799555,96.21383896,7.036863377
4.231433766,78.85129748,7.098783847
2.976919737,79.52502336,7.635680306
7.442788645,50.24626658,6.345854083
4.433284989,62.01431389,7.178624731
6.08819023,51.92436321,6.318768016
2.927603533,64.97266363,7.700939145
2.951391526,80.61756089,6.056713429
2.740236538,32.08900532,6.723882495
4.608040255,66.75330883,5.426139949
3.164969176,86.67342724,5.092554569
4.540796488,80.13074814,5.663064182
7.081212578,52.11340635,6.861896693
4.447923001,100,7.327550825
6.158599781,64.0984707,7.381320833
2.30901675,76.62746382,8.997932101
3.14239674,64.14481219,7.685389937
4.529569643,54.08237138,7.501147738
3.697413057,71.6135587,5.957724189
3.380705114,78.94512484,6.311394559
3.807026096,84.12764092,7.168293691
5.858894854,77.43781356,6.873169846
4.050798455,61.47334998,6.755644238
4.06542066,36.73136015,6.042667526
4.707134471,61.68495006,6.826781442
4.376240123,90.0375577,6.519691446
4.631785582,71.22688223,5.92373161
4.190197001,85.16013306,5.903978698
2.826050146,45.91782865,6.390729708
3.274208114,56.26554017,6.966930236
5.06033656,56.78905034,7.224036274
4.040811653,72.31302936,6.513204877
4.665888427,80.96744473,7.298826947
5.609420093,76.40822081,6.966822578
6.240223615,83.29201618,6.198948277
5.628346539,62.9528578,6.319292729
4.596099022,78.87497928,7.808671788
5.192216464,65.36383219,5.564646507
1.162617627,97.44397539,5.828020203
2.08045702,70.00626928,7.909904878
5.391214382,67.67984431,7.692231805
2.912509927,75.17002159,5.452729804
5.694069923,49.88530757,6.908949969
4.781986957,70.94860794,8.420392679
4.677697952,74.8265425,6.49748048
6.050790898,62.84705631,6.380029741
7.403004299,60.03495676,7.508263356
1.425722895,53.42535625,7.602733979
4.985122447,84.99943592,7.17376635
3.784987602,83.91924834,6.176243008
5.188425104,62.12906515,6.857581368
2.444498044,50.46855721,7.433057035
4.535442484,61.30399073,6.560672847
2.428762877,88.4306055,7.433762406
3.937583741,68.58912724,5.627433345
5.889971183,51.12033465,6.327382488
5.418061742,100,6.781594602
3.434237672,74.29116133,6.210363057
5.907858989,75.21885351,6.399423732
3.747824341,34.34132633,7.301810607
2.175597156,81.07091959,6.787948002
5.741248094,59.7291521,7.366711208
3.937798444,66.90372749,6.21229305
2.938307372,81.43269975,7.383700256
4.188289885,86.35063625,6.492580227
3.640318084,72.5355385,7.930400776
5.280743968,66.39220093,5.622194453
5.403107596,64.76263263,5.802214084
6.095932981,93.39511345,8.01974708
5.062434106,72.65799376,7.201755883
4.076481746,72.88788361,5.879943012
2.458670117,91.4102174,6.431890715
5.523077275,44.21177251,7.320135684
4.593110494,76.60410681,7.706885429
4.833102817,72.75932921,7.565204371
4.879279994,53.15741297,6.563230458
4.096394888,41.25451551,5.717426523
3.849471578,75.43588652,6.153988264
5.427884402,50.52836629,7.225628968
4.629591336,61.26488738,5.961339248
4.792134572,70.88485462,7.704847114
4.035728178,58.14978975,7.555735299
4.051290374,69.76764759,6.447779013
4.664700671,86.70005244,6.583495515
3.999432648,76.22411922,5.246417075
6.19992446,84.91760313,7.313358413
4.496831873,59.83052797,5.839018961
3.539918106,70.12501704,6.11461361
5.30383008,44.80153781,6.760245203
5.978742343,51.63968978,6.237567629
4.210443847,60.38081725,6.675111714
3.530263052,59.5906248,6.540410636
3.800462472,86.84854604,6.146052854
6.401789099,100,6.834147123
5.481927164,84.58437017,6.557845637
7.89365501,77.17347357,6.83886408
5.361039065,54.91736989,5.806318386
5.25067479,72.20741181,5.087137148
3.991206405,76.01758911,6.481702168
6.250496059,64.04294161,7.207110013
3.817585584,85.53962114,6.898668778
2.996940797,94.86390881,6.559107008
6.068863068,69.07622554,7.319997242
4.787440749,78.2676809,7.25859775
4.230298629,61.8003133,7.163155086
4.405546483,73.46099786,5.772700245
3.9169868,48.87872772,6.106138393
2.917126941,72.87642974,6.812690434
6.695004837,37.29158918,6.483904196
5.717980836,42.93417856,7.632825558
5.085885019,66.01086598,6.343454145
5.780885174,52.11079007,7.307252359
4.092390732,45.18736974,6.415255968
5.698865664,54.1338049,6.585910961
2.19913231,73.40688111,7.771269735
5.974731553,44.57435829,7.051579532
6.64583941,77.36713091,7.479942984
4.579491383,74.24386065,6.861643152
4.673576078,76.65117902,8.041393032
3.996630476,49.59008768,6.222708769
6.718113312,64.65131379,6.290006258
6.19527417,67.11348101,6.345440893
5.931477013,63.77492948,7.016634966
7.866404802,65.60206259,6.642142483
3.544580091,45.84999244,6.194765948
4.819318474,55.68837535,6.510584727
6.677329544,60.90506521,7.716030651
5.037812753,67.58303017,8.289776503
4.631818078,54.87834172,7.061481506
5.644599262,51.00021675,8.566677963
3.359269894,78.97866166,6.844073376
4.276040966,50.80204751,8.088526877
4.058481729,78.13017941,6.142514214
3.424582089,59.47532375,8.329176133
3.707362157,82.85839589,7.03981895
5.329710707,80.64976667,6.704378457
7.082643319,69.30516011,6.371211174
6.513169902,92.51369033,9.388207202
5.044161508,85.49712054,8.670754218
5.301158977,100,8.164657858
2.957779222,73.00025852,8.391081081
7.513588178,48.64105833,6.706794384
5.68271508,67.32353738,8.178136541
4.424386911,64.14216448,7.373336786
6.582731206,67.77834205,6.672250726
3.910043723,79.56859109,6.143318065
4.946797274,62.54354256,7.35957913
6.773544941,81.76151772,7.061725197
6.591706053,74.04127933,8.160742039
2.902731616,60.88521678,8.732044854
6.974112743,59.21990938,6.636361825
5.001589247,67.4094473,6.424712439
5.193418547,35.58903711,6.879805609
6.12362498,86.59725317,6.026173846
5.951304232,61.9262094,6.720448538
5.10885269,72.935908,6.44144026
6.278020619,37.71357054,7.194925779
1.637454545,48.24302912,7.167627384
3.092835858,51.35943073,6.770564611
5.414125254,100,6.752280229
4.486358005,83.985758,7.415096944
6.000024721,87.09881729,7.883146837
4.516497739,38.81603717,7.605190683
4.178121281,61.79992463,7.738806893
4.163133324,40.47789319,6.886681131
4.417559926,79.90832945,8.874923242
5.354470909,100,8.060220872
3.446344442,81.02072788,7.002518182
4.29948383,70.6061465,8.00250626
6.334754641,73.12102577,6.793903612
4.720626504,61.42929462,7.551331566
5.31963662,52.92881128,7.432230355
6.515300553,76.79262129,6.646520858
3.792903732,97.14246601,6.314921185
1,48.51748166,6.014055009
7.363865164,61.99527375,6.420828216
4.327058799,69.90466616,6.865292062
4.279346688,54.80011387,6.193670644
4.581951045,61.74209266,6.80941306
5.937188547,51.46965431,6.585544784
6.440935481,70.88667675,6.689628025
3.968166915,68.16879581,6.426741209
4.848907691,65.58820439,6.526207324
3.180699699,77.48493239,7.159688335
5.321723684,75.69488652,7.764642196
4.412885748,66.76550927,6.510592288
3.553414682,86.1861097,6.734918161
4.79921015,79.29087294,7.775015917
2.461286336,62.01542802,6.507085234
5.636119885,42.73225624,6.908352458
3.531803497,70.48267193,6.342548137
4.631187143,77.47810291,6.469251074
4.05635991,81.84267682,6.987021506
4.3683617,83.4270541,7.196030931
8.084938739,77.8873013,7.266695881
4.778654974,74.1696604,6.122499936
6.098346678,69.25477884,8.047555281
5.340502632,72.11226968,6.668884046
6.715957679,59.51039616,8.284495866
3.767471277,74.45035317,6.108374148
4.535270549,83.08231287,6.185670808
5.434036163,66.7740963,6.597704997
4.962316149,49.48914386,8.048929837
6.812728098,57.87693045,6.755236455
7.256952774,39.42091857,6.358182533
5.232345365,88.27264262,6.691109779
5.692181859,68.58425886,8.601941974
5.072604832,56.45952022,6.785488689
4.576473871,75.17778023,6.434634585
5.995963101,88.71737791,7.867600424
5.837453316,89.61138185,7.489815848
6.761554824,48.89953499,7.245078027
4.66930806,60.55897939,6.032912908
5.105565592,72.8322901,7.424295351
6.642179476,45.48822345,7.330517981
6.853648541,42.12846117,6.369561901
5.456010779,64.89142048,6.660879142
2.498405975,81.51869568,6.702994103
5.60922079,79.50861705,7.316245802
5.201782884,51.36156989,6.758778963
3.293704388,71.29829964,6.076292529
6.239362347,86.1823201,6.389227757
4.284463416,87.0242691,6.352522652
5.267328793,70.91560749,6.800085011
3.140833468,74.06769025,6.522422378
4.951148881,61.30660947,6.602679158
7.539408611,85.71231487,7.260207599
4.049347717,70.53825629,6.488645173
7.604444399,52.65202332,8.516898621
4.988742793,57.52090323,7.181924063
4.757648347,69.97659494,5.860201451
4.070961247,71.62408176,7.385977932
6.801542549,88.97493838,7.697856509
4.752872688,60.64273678,7.943437747
4.769388847,78.15300933,7.764113856
4.112795321,81.90720969,6.041697686
4.247061893,63.50612624,6.897665927
8.470846915,67.05543649,6.538582936
4.411639476,65.6737083,7.152879254
4.394364964,54.62665836,6.395403872
6.37248278,57.14239821,6.753572573
6.17038503,67.36752629,6.929309633
2.729277045,66.02610658,6.771196622
7.551044321,63.34131147,5.923303261
4.947174228,58.23585605,7.49261692
7.114972249,70.31720856,5.991868188
4.717074866,84.85364926,6.481966555
4.310817466,76.43151437,7.649117244
5.198977074,70.83079955,6.81247376
3.193672937,81.53737945,6.283722942
5.590016438,81.48181194,6.568926515
4.392265363,88.61928458,6.065776359
6.332812768,80.48929393,7.263606988
4.115189912,68.89194705,6.516815499
2.118230512,72.08078274,6.081846888
3.951232389,74.21489665,6.613150813
2.299017207,76.17720046,5.946294464
3.412734015,71.89325915,6.042569083
4.675402669,30,6.805854979
4.810582879,60.93487858,8.593242642
4.720491983,39.08543002,6.158952071
4.180191534,76.38556484,7.089098081
2.960364325,56.71402871,5.258347963
6.750091843,72.39933218,6.930051737
4.893846829,60.6006971,7.710003174
2.600481568,38.92738885,5.334321037
4.949059982,58.45287231,6.585845942
4.53995156,70.28091727,7.31464564
2.363966944,55.22639791,5.769932163
5.731944213,49.28704541,6.94950159
4.507363808,53.41579352,7.484484986
3.599335143,83.00737015,5.812754668
5.147951323,88.64273809,6.833225432
6.429472997,56.49271535,6.800742524
3.081377222,57.2599349,7.956384521
6.607753056,58.54206523,6.466521026
5.478049225,69.71667408,6.954087438
4.144053213,32.01679235,6.986711726
5.429694812,65.40465506,6.63709089
5.344317703,65.26534923,5.386128962
4.789299325,88.06614992,7.50129091
8.105985565,51.07026465,7.823530481
4.596214501,66.47972715,7.424820876
4.586812641,64.0190587,6.339110407
4.758266633,57.24428223,5.563485462
3.807421112,66.16257336,8.278657446
4.394337349,82.23813515,5.927148229
5.99623777,65.41072662,6.217007331
4.006107748,79.81184395,7.091281194
3.809773071,100,6.983920999
4.744173407,88.99779874,5.580824307
3.184802654,62.85976136,6.697136205
3.642354408,66.6965589,6.865392692
2.776425056,63.83093011,7.413315557
5.098037228,68.8230535,6.000143728
4.117944356,64.2467822,5.735516847
4.759039041,30,5.923988413
3.414777469,81.86475144,7.495226357
4.76623879,80.56425368,5.814735383
2.225588634,57.28009664,5.794779794
4.280724403,59.0199742,6.817595419
6.097541302,72.85324178,5.58768993
5.391487114,61.81169961,5.806030184
2.860068372,91.95324927,6.493381836
2.39363605,75.84199693,7.18567571
4.098104239,93.78277526,6.657345394
6.46610722,80.65163185,6.367383265
6.63840855,45.18346633,5.291360121
5.892898038,73.56161822,7.513515298
7.459910682,61.98757477,7.426226567
4.366768416,56.53098223,6.604647982
4.382666916,72.740651,5.866984913
1.457648498,57.58764566,5.809710637
5.029705757,72.6987059,6.745473199
3.943214873,59.40112638,6.63175459
4.180633287,47.80572159,7.628276482
4.442378097,72.66366372,7.505773051
4.03834321,60.31886544,7.005105233
5.587619772,86.94272372,6.585089602
5.748603047,70.33338972,7.07410207
5.189834919,74.00051017,6.906262396
6.490819013,56.43360746,8.081890037
2.003033894,82.88888497,6.275362229
5.120876631,83.31257211,7.161599209
5.144108873,82.18498181,6.604028359
4.682630191,79.25612095,6.129045272
2.749873879,66.13380034,6.450614084
4.652612036,50.27795296,7.117661462
4.215634124,76.38580595,6.693746015
5.571291836,56.81695708,7.243593761
5.804062837,54.80147317,6.858265508
7.920488377,60.33149657,5.585267659
5.443022683,93.09352463,6.896261558
2.095647244,98.74531361,6.729064757
3.090426678,71.70445425,6.526499147
4.393875817,78.14319094,7.234627543
6.204504779,100,7.190185382
3.08147925,43.61882035,5.574307934
5.304661953,73.48799907,7.088738072
2.9831908,69.84884503,4.406986128
4.860249313,88.06491328,7.926488699
5.191132827,66.54331363,7.144817247
4.183188166,89.80030939,4.662919613
4.287804393,82.96823528,5.291460629
3.28553252,80.25847453,7.75005611
5.584147298,82.07002449,7.508334424
5.5935849,44.91286986,7.131808673
1.329208588,72.84451146,6.714043662
7.136276377,83.72926515,5.721500518
5.930268195,76.22932039,5.839059448
3.138589211,100,6.703593521
5.097493348,81.21239257,8.036697425
4.627959944,58.60227531,6.231962964
3.381091338,69.38831495,5.426344237
4.826839861,42.83763123,4.974203132
4.613174515,54.20598168,6.667828986
4.529673114,79.40604615,6.808398462
5.654892849,50.28371167,5.799822511
4.466673872,46.75931821,7.245584858
4.09562941,88.37111249,6.077046175
3.765441432,75.97900187,7.400114426
6.376161195,54.63590195,6.050405289
8.588920782,45.97951787,6.15591386
4.685848385,84.42620406,6.863793403
5.944177974,78.02872236,7.405616218
3.538577127,78.84009306,5.980614305
5.377794059,65.72273924,6.704848449
6.864678546,100,6.568327023
3.404237039,90.5564161,7.154703562
7.660517994,63.41378198,6.12228508
4.17682875,60.84841438,7.103494405
3.920264769,64.94504804,6.402035477
2.867262781,65.78372277,6.784038483
6.158078698,64.27035239,6.094280687
6.606186554,73.49156685,5.86083351
7.18433423,56.4749007,6.30566203
5.320919037,81.04262286,5.942122052
3.685333847,81.63883275,5.171378204
4.629212051,30,6.984065283
6.307042954,63.98650476,7.485831212
4.937581731,53.3939536,5.412249647
5.548400653,60.9149866,5.997278625
5.86122628,57.99942929,5.60419169
4.894969636,59.18988902,6.740872917
6.30432618,70.50851387,7.707874066
4.432514014,70.71057692,6.218703747
5.322807637,98.82577041,7.426956198
3.728652236,45.80634634,7.365084779
5.378504363,53.83677762,7.215444952
4.916804187,65.54709402,6.850353987
4.204905009,100,5.369500372
7.191000185,71.27810528,7.377174686
2.756475924,85.76568863,6.700143354
4.347461867,66.28053041,7.842522283
5.129737927,38.69791216,5.896544618
5.550814777,72.07227971,7.395224149
5.111227291,62.64680346,7.255825547
3.300396849,73.03293081,6.064066531
3.781358299,60.56410465,6.978782993
4.499602432,66.6767026,6.84717779
4.807821262,91.27717246,5.938822297
4.500409411,78.98358557,7.210789772
5.436510793,72.50941996,6.957503478
5.257523764,44.10125739,5.88055506
3.148112977,56.00899805,6.393374345
8.015355859,63.57201504,7.387101321
5.891963374,42.85248084,6.770041984
5.196372467,75.31960042,6.776151726
6.102886758,69.54908371,5.790493264
4.741424955,78.69752821,6.136126042
5.680981769,59.30983193,5.257430944
5.639032609,64.90915571,7.414481362
6.023133137,67.35059143,6.597144305
5.394756045,54.90795933,6.141337574
4.22629478,76.41525638,5.705759509
5.580399664,71.20118237,5.92842418
5.379314081,60.06032122,6.409810636
4.524827606,86.77938103,5.949625176
6.661005464,81.84086246,7.190537045
4.191783325,55.49197525,7.9089531
4.68634092,58.37651572,5.585474471
4.297802225,59.40664714,5.862212399
3.530141053,72.40889051,6.511199101
3.598381027,78.1378095,6.801636634
5.80838189,80.56824978,6.178699614
3.911592581,58.34184552,5.636179405
4.188616888,99.11445085,7.780160433
3.88176676,59.04667131,6.799105732
5.874242637,72.80952327,6.605599252
7.369563793,91.15721555,7.650289695
6.154452712,52.44887574,6.912991881
4.044033563,57.13187857,6.739181174
6.866670526,96.53836115,6.380968641
5.361010925,88.10207163,7.658536467
5.349629361,74.90623527,6.135154768
4.703300012,49.98232283,7.037149239
4.449150812,69.65968207,6.082923686
3.546294193,80.06300982,6.764040257
5.211276702,65.34305902,6.063909579
2.951084201,76.12943469,6.847276967
5.482917053,75.42230812,7.623149203
4.283816489,86.32656723,7.068549729
3.072486679,55.77585311,6.059524316
3.389149315,80.10887373,6.241321597
2.726172054,86.2011702,6.96855417
1.005562315,84.82607656,6.950396793
4.079928795,52.31823318,6.528906539
5.444092451,49.06578755,6.228369764
5.417782828,67.74951804,6.460052785
4.07166929,39.29826072,6.514116453
4.864863842,47.1085551,6.617883534
5.227376334,33.00811853,6.670068945
2.601004938,55.8826065,6.059061331
4.765963583,87.6320287,6.577362363
7.502315142,65.18661973,6.360047595
4.312970886,85.92195815,6.056504703
4.912791811,57.47834776,6.528084195
4.016879124,68.52810965,6.911349952
5.690014386,74.76255522,6.962103438
8.596756601,68.82849944,7.442711186
4.93246934,62.65306826,6.957514559
4.279741602,55.11528026,6.873355618
3.417286479,62.98696538,7.709663821
3.435906585,75.71131905,6.040838882
5.879824954,66.00800126,6.497076556
5.698887345,73.96505381,6.614149143
2.493354105,42.12707617,6.700372679
1.588265015,74.60986708,6.719377436
4.129609615,41.49959785,7.073901433
3.865309091,52.93924253,6.57684259
5.173119907,70.37731092,6.464450469
3.854321795,53.29246635,6.250726395
5.325900616,65.58326058,7.099428556
3.639223501,63.38767829,7.984562324
5.80629491,92.98424697,6.783706643
2.819714518,84.20353581,6.773478492
7.466720313,54.42926045,8.191679528
2.076534819,50.05595296,6.103385879
3.982416192,64.53929696,6.946215754
